Start_Index,Act_No,Title_EN,Title_BM,Royal_Assent_Date,Publication_Date,Commencement_Date,Commencement_Remark,PDF_URL
338,A1432,EVIDENCE (AMENDMENT) (NO. 2) ACT 2012,AKTA KETERANGAN (PINDAAN) (NO. 2) 2012,18/06/2012,22/06/2012,,31-7-2012 [P.U. (B) 255/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120622_A1432_BI_Act A1432 BI-evidence (amendment) (no. 2).pdf
339,A1431,CRIMINAL PROCEDURE CODE (AMENDMENT) (NO. 2) ACT 2012,AKTA KANUN TATACARA JENAYAH (PINDAAN) (NO. 2) 2012,18/06/2012,22/06/2012,,"31/7/2012 [P.U. (B) 254/2012] except sections 7, 8 and 9.",https://lom.agc.gov.my/upload/portal/akta/outputaktap/862_BI/Act A1431.pdf
340,A1430,PENAL CODE (AMENDMENT) ACT 2012,AKTA KANUN KESEKSAAN (PINDAAN) 2012,18/06/2012,22/06/2012,,31/7/2012 [P.U. (B) 253/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/861_BI/035-Act A1430[1].pdf
341,A1429,INCOME TAX (AMENDMENT) ACT 2012,AKTA CUKAI PENDAPATAN (PINDAAN) 2012,18/06/2012,22/06/2012,,23/6/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/860_BI/ACT A1429.pdf
342,A1428,LABUAN COMPANIES (AMENDMENT) ACT 2012,AKTA SYARIKAT LABUAN (PINDAAN) 2012,18/06/2012,22/06/2012,,1/8/2012 [P.U. (B) 260/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120622_A1428_BI_Act A1428 BI-labuan companies (amendment).pdf
343,A1427,FINANCIAL REPORTING (AMENDMENT) ACT 2012,AKTA LAPORAN KEWANGAN (PINDAAN) 2012,18/06/2012,22/06/2012,,1/1/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120622_A1427_BI_Act A1427 BI-financial reporting (amendment).pdf
344,A1426,SUPPLEMENTARY SUPPLY (2011) ACT 2012,AKTA PERBEKALAN TAMBAHAN (2011) 2012,15/05/2012,17/05/2012,,18/5/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120517_ A1426_BI_Act A1426 BI.pdf
345,A1425,STANDARDS OF MALAYSIA (AMENDMENT) ACT 2012,AKTA STANDARD MALAYSIA (PINDAAN) 2012,02/02/2012,09/02/2012,,15/4/2012 [P.U. (B) 139/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1425_BI_JW001763 Act A1425-BI.pdf
346,A1424,EVIDENCE (AMENDMENT) ACT 2012,AKTA KETERANGAN (PINDAAN) 2012,02/02/2012,09/02/2012,,"1/6/2012 - refer section 2 and [P.U. (B) 189/2012) and, refer Section 3 and [P.U. (B) 191/2012]",https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1424_BI_JW001763 Act A1424-BI.pdf
347,A1423,CRIMINAL PROCEDURE CODE (AMENDMENT) ACT 2012,AKTA KANUN TATACARA JENAYAH (PINDAAN) 2012,02/02/2012,09/02/2012,,1/6/2012 [P.U. (B) 190/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/854_BI/Act A1423.pdf
348,A1422,CRIMINAL PROCEDURE CODE (AMENDMENT) ACT 2010 (AMENDMENT) ACT 2012,AKTA KANUN TATACARA JENAYAH (PINDAAN) 2010 (PINDAAN) 2012,02/02/2012,09/02/2012,,1/6/2012 - (Act A1378 comes into operation on 1/6/2012 [P.U. (B) 189/2012]),https://lom.agc.gov.my/upload/portal/akta/outputaktap/853_BI/Act A1422.pdf
349,A1421,POLICE (AMENDMENT) ACT 2012,AKTA POLIS (PINDAAN) 2012,02/02/2012,09/02/2012,,23/4/2012 [P.U. (B) 148/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1421_BI_JW001763 Act A1421 (2) -BI.pdf
350,A1420,COPYRIGHT (AMENDMENT) ACT 2012,AKTA HAK CIPTA (PINDAAN) 2012,02/02/2012,09/02/2012,,1/3/2012 [P.U. (B) 58/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1420_BI_JW001763 Act A1420-BI.pdf
351,A1419,EMPLOYMENT (AMENDMENT) ACT 2012,AKTA KERJA (PINDAAN) 2012,30/01/2012,09/02/2012,,1/4/2012 [P.U. (B) 85/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1419_BI_JW001762 Act A1419(BI).pdf
352,A1418,INLAND REVENUE BOARD OF MALAYSIA (AMENDMENT) ACT 2012,AKTA LEMBAGA HASIL DALAM NEGERI MALAYSIA (PINDAAN) 2012,30/01/2012,09/02/2012,,10/2/2012. Section 3 is deemed to have come into operation on 1/11/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1418_BI_JW001762 Act A1418(BI).pdf
353,A1417,FEDERAL AGRICULTURAL MARKETING AUTHORITY (AMENDMENT) ACT 2012,AKTA LEMBAGA PEMASARAN PERTANIAN PERSEKUTUAN (PINDAAN) 2012,30/01/2012,09/02/2012,,1/7/2012 [P.U. (B) 205/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1417_BI_JW001762 Act A1417(BI).pdf
354,A1416,LEMBAGA KEMAJUAN IKAN MALAYSIA (AMENDMENT) ACT 2012,AKTA LEMBAGA KEMAJUAN IKAN MALAYSIA (PINDAAN) 2012,30/01/2012,09/02/2012,,1/7/2012 [P.U. (B) 204/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1416_BI_JW001762 Act A1416(BI).pdf
355,A1415,HOUSING DEVELOPMENT (CONTROL AND LICENSING) (AMENDMENT) ACT 2012,AKTA PEMAJUAN PERUMAHAN (KAWALAN DAN PELESENAN) (PINDAAN) 2012,30/01/2012,09/02/2012,,1/6/2015 [P.U. (B) 234/2015],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1415_BI_JW001762 Act A1415(BI).pdf
356,A1414,DOMESTIC VIOLENCE (AMENDMENT) ACT 2012,AKTA KEGANASAN RUMAH TANGGA (PINDAAN) 2012,30/01/2012,09/02/2012,,20/2/2012 [P.U. (B) 56/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20120209_A1414_BI_JW001762 Act A1414(BI).pdf
357,A1413,FISHERIES (AMENDMENT) ACT 2012,AKTA PERIKANAN (PINDAAN) 2012,30/01/2012,09/02/2012,,1/7/2012 [P.U. (B) 203/2012],https://lom.agc.gov.my/upload/portal/akta/outputaktap/Act A1413 - AMENDMENT 2012.pdf
358,A1412,JUDGES' REMUNERATION (AMENDMENT) (NO. 2) ACT 2011,AKTA SARAAN HAKIM (PINDAAN) (NO. 2) 2011,30/12/2011,31/12/2011,,1/1/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/843_BI/ACT A1412.pdf
359,A1411,PENSIONS ADJUSTMENT (AMENDMENT) ACT 2011,AKTA PENYELARASAN PENCEN (PINDAAN) 2011,30/12/2011,31/12/2011,,1/1/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20111231_A1411_BI_JW001644 (Act A1411).pdf
360,A1410,STATUTORY AND LOCAL AUTHORITIES PENSIONS (AMENDMENT) ACT 2011,AKTA PENCEN PIHAK BERKUASA BERKANUN DAN TEMPATAN (PINDAAN) 2011,30/12/2011,31/12/2011,,1/1/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20111231_A1410_BI_JW001644 (Act A1410).pdf
361,A1409,PENSIONS (AMENDMENT) ACT 2011,AKTA PENCEN (PINDAAN) 2011,30/12/2011,31/12/2011,,1/1/2012,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20111231_1409_BI_JW001644  (Act 1409).pdf
362,A1408,SUPPLY ACT 2012,AKTA PERBEKALAN 2012,25/12/2011,30/12/2011,,31/12/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20111230_1408_BI_A1408 BI.pdf
363,A1407,LEMBAGA PEMBANGUNAN INDUSTRI PEMBINAAN MALAYSIA (AMENDMENT) ACT 2011,AKTA LEMBAGA PEMBANGUNAN INDUSTRI PEMBINAAN MALAYSIA (PINDAAN) 2011,26/08/2011,15/09/2011,,1/6/2015 [P.U. (B) 232/2015],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110915_A1407_BI_A1407 (BI).pdf
364,A1406,CAPITAL MARKETS AND SERVICES (AMENDMENT) ACT 2011,AKTA PASARAN MODAL DAN PERKHIDMATAN (PINDAAN) 2011,26/08/2011,15/09/2011,,3/10/2011 [P.U. (B) 518/2011] except paragraph 25(a). 3/10/2014 [P.U. (B) 395/2013] Subdivision 4 of Division 3 of Part III,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110915_A1406_BI_A1406 (BI).pdf
365,A1405,INTERNATIONAL ORGANIZATIONS (PRIVILEGES AND IMMUNITIES) (AMENDMENT) ACT 2011,AKTA ORGANISASI ANTARABANGSA (KEISTIMEWAAN DAN KEKEBALAN) (PINDAAN) 2011,26/08/2011,15/09/2011,,16/09/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110915_A1405_BI_A1405 (BI).pdf
366,A1404,"VALUERS, APPRAISERS AND ESTATE AGENTS (AMENDMENT) ACT 2011","AKTA PENILAI, PENTAKSIR DAN EJEN HARTA TANAH (PINDAAN) 2011",05/08/2011,18/08/2011,,19/08/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110818_A1404_BI_A1404 BI.pdf
367,A1403,SECURITIES COMMISSION (AMENDMENT) ACT 2011,AKTA SURUHANJAYA SEKURITI (PINDAAN) 2011,05/08/2011,18/08/2011,,03/10/2011 [P.U. (B) 517/2011],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110818_A1403_BI_A1403 BI.pdf
368,A1402,PETROLEUM (INCOME TAX) (AMENDMENT) ACT 2011,AKTA PETROLEUM (CUKAI PENDAPATAN) (PINDAAN) 2011,05/08/2011,18/08/2011,,30/11/2010,https://lom.agc.gov.my/upload/portal/akta/outputaktap/834_BI/ACT A1402.pdf
369,A1401,JUDGES' REMUNERATION (AMENDMENT) ACT 2011,AKTA SARAAN HAKIM (PINDAAN) 2011,05/08/2011,18/08/2011,,"[sections 2,3,5,6 and 7 : 1-1-2009]; [section 4 : 28-8-2008]",https://lom.agc.gov.my/upload/portal/akta/outputaktap/833_BI/ACT A1401.pdf
370,A1400,PROMOTION OF INVESTMENTS (AMENDMENT) ACT 2011,AKTA PENGGALAKAN PELABURAN (PINDAAN) 2011,05/08/2011,18/08/2011,,"1/1/2009 - sections 2,3,5,6 and 7. 28/8/2008 - section 4",https://lom.agc.gov.my/upload/portal/akta/outputaktap/11.Act A1400.pdf
371,A1399,MALAYSIAN INDUSTRIAL DEVELOPMENT AUTHORITY (INCORPORATION) (AMENDMENT) ACT 2011,AKTA LEMBAGA KEMAJUAN PERINDUSTRIAN MALAYSIA (PEMERBADANAN) (PINDAAN) 2011,05/08/2011,18/08/2011,,19/08/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110818_A1399_BI_A1399 BI.pdf
372,A1398,CO-OPERATIVE COLLEGE (INCORPORATION) (AMENDMENT) ACT 2011,AKTA MAKTAB KERJASAMA (PERBADANAN) (PINDAAN) 2011,05/08/2011,18/08/2011,,01/09/2011 [P.U. (B) 494/2011],https://lom.agc.gov.my/upload/portal/akta/outputaktap/829_BI/ACT A1398.pdf
373,A1397,KOOTU FUNDS (PROHIBITION) (AMENDMENT) ACT 2011,AKTA (LARANGAN) KUMPULAN WANG KUTU (PINDAAN) 2011,18/07/2011,21/07/2011,,16/08/2011 [P.U. (B) 458/2011],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110721_1397_BI_kawalan kutu - A1397 BI.pdf
374,A1396,SUPPLEMENTARY SUPPLY (2011) ACT 2011,AKTA PERBEKALAN TAMBAHAN (2011) 2011,18/07/2011,21/07/2011,,22/07/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110721_1396_BI_Perbekalan Tambahan (2011) 2011 - A1396 BI.pdf
375,A1395,ARBITRATION (AMENDMENT) ACT 2011,AKTA TIMBANG TARA (PINDAAN) 2011,23/05/2011,02/06/2011,,01/07/2011 [P.U. (B) 342/2011],https://lom.agc.gov.my/upload/portal/akta/outputaktap/826_BI/Act A1395.pdf
376,A1394,MERCHANT SHIPPING (OIL POLLUTION) (AMENDMENT) ACT 2011,AKTA PERKAPALAN SAUDAGAR (PENCEMARAN MINYAK) (PINDAAN) 2011,23/05/2011,02/06/2011,,1/3/2014 [P.U. (B) 66/2014],https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110602_A1394_BI_Act A1394 BI.pdf
377,A1393,MERCHANT SHIPPING (AMENDMENT AND EXTENSION) ACT 2011,AKTA PERKAPALAN SAUDAGAR (PINDAAN DAN PERLUASAN) 2011,23/05/2011,02/06/2011,,1/3/2014 [P.U. (B) 65/2014] - (Peninsular Malaysia & Federal Teritory of Labuan),https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110602_A1393_BI_Act A1393BI.pdf
378,A1392,SUPPLEMENTARY SUPPLY (2010) ACT 2011,AKTA PERBEKALAN TAMBAHAN (2010) 2011,23/05/2011,02/06/2011,,06/03/2011,https://lom.agc.gov.my/upload/portal/akta/outputaktap/20110602_A1392_BI_Act A1392 BI.pdf
